"PID","Sale_Price"
910251050,64906.7576229848
903454090,134654.457537914
528253010,202726.109145017
527183060,228529.331508752
907135180,123719.147059612
906380110,223773.607631807
907192020,184955.050951167
902402150,69889.1525377122
909276170,178291.358046013
906412010,379437.958838024
905452140,141883.051952651
531376030,187936.96132386
534277070,118508.649876959
910202060,118390.557995562
906226080,139473.22790566
903231090,140623.638186182
527359010,181159.241550902
923228370,89171.6748365542
906402060,248913.379007504
903426010,129972.105501804
905200350,157067.338043205
535353130,116069.23855026
907285040,248999.149291101
923252080,119872.293410538
909250160,104320.627414433
907135230,152136.688026591
907131120,195338.295527611
532476050,247324.268329121
905104110,138992.592630748
528104080,429911.951034749
528181070,223531.597032703
907285020,219151.429590606
534129370,148055.76104756
907401080,201594.458247897
528348030,263369.721721977
905475500,82173.8995642599
903453080,194779.037746461
903232090,150109.824050498
531363080,148112.986023284
528174030,197088.07882559
534129380,126372.910333678
528431020,239639.818658334
532376040,125461.758381401
903201020,125327.654349827
905105170,122604.104269794
533210010,176396.696787214
902201130,118395.402808497
532378220,126567.481328277
902405120,106815.642797128
907414060,186312.640165976
528222020,182996.152754197
923203190,159676.212820382
903233080,155719.993675178
531450120,197259.11881943
907181090,198412.723169408
528166150,331404.262504142
905480160,96293.3814760105
534475170,159531.56705037
914478045,146436.701230732
531371070,199716.813863925
527165170,173987.695204883
905202230,214755.385820876
909425180,216661.414587247
528315110,318545.996000657
907192130,219210.019632854
526355190,305728.494119954
909176080,158699.965484538
535353180,198201.402869789
535300040,129126.379475686
905200160,100271.342847729
528458060,199096.890688972
907254050,202305.565185463
527163040,176914.331926348
531452260,167943.414786126
528222040,197456.867487422
923225360,93396.2184583131
535457040,129733.768482075
904100170,137685.15253883
528218060,175947.765991897
908188150,144506.02074686
534252110,130027.480003866
909281030,130411.835128118
527354050,184974.866991005
909275020,156661.708677206
907414070,185861.943057914
924151040,270916.891322771
903452025,96106.9657382699
528280130,187976.125599274
528181030,201671.583450878
533221030,174445.080798731
533208070,171358.547453106
902207120,74702.7556494014
533205110,218696.909307019
533212110,158517.502077755
923276250,139815.253270086
527183030,214714.105377602
906402200,291650.821384388
527106140,192727.1677114
535383070,118988.067799061
528174040,208643.88229731
903481130,95480.975200998
528106010,367531.580563295
533223100,150511.627546838
528188090,168605.967064994
526353030,268953.806804353
911103060,95710.9393323963
533251120,165652.536856368
533254100,176917.179071028
909426090,117461.220630584
904352190,132575.118889243
910226040,154134.360326553
908130020,129122.062197958
528458130,316757.404177543
907251100,252499.777825527
528429050,241759.127042546
531450030,191043.605268471
535152070,138054.435321412
535402010,182301.394025589
533212020,168992.994351951
528102100,270981.258992599
532376070,120355.439210237
902305090,80974.9907643538
909425085,261448.752239286
534177180,241891.485966059
526351100,166617.437918862
528150090,371329.011033865
528348010,249287.45626508
903430060,135399.971107785
534402060,145465.161484992
533206060,207139.198375246
907285010,223723.289391181
907265100,210053.901104984
535327230,96023.1846797538
535103050,211169.423488417
528488140,223142.847881713
905352180,230431.921264944
528178070,344642.03849909
531479020,83472.9630818842
907201280,129117.105640062
902103090,110535.350351151
527180040,193096.709844951
902128075,106373.556047231
907290240,142138.028883095
528235190,192440.872888669
527455100,139486.46860966
533130020,240386.751616195
903476090,101518.773672212
533212010,161594.136966809
528292030,261477.435976696
535353240,166791.621687448
535475010,145816.140835513
908127120,114074.268222482
923226320,85116.2504435852
909452050,226511.964538276
905427030,290009.015059113
923225510,136070.647108006
902302150,132592.051191551
528222010,267277.188098829
902106040,171081.684355313
903236040,113125.187353504
527455240,110730.844490665
905227050,137369.588839161
906380180,194808.851343245
923228390,74543.6592475252
527365010,269526.129018533
535376060,144173.950228269
528429080,280561.713858991
905107300,163220.225840006
909475020,244310.071845867
527403310,145893.734955822
528228340,195169.234323239
903231060,36408.0814751807
534202160,143940.913959531
907192150,187785.465248194
527163080,158773.8550261
528228430,194809.481557549
914467050,198631.713907524
909175080,46801.4317969548
902206040,129348.925582583
916477060,290289.64531718
911204100,80441.366946945
528480150,200417.31926003
909254090,174602.126641002
905228050,37857.9145343155
907425010,146938.305505284
906201021,163281.608567118
902207110,76094.5407546113
911370520,288046.796693802
534427140,150037.415649203
528431030,218110.899629648
904302030,164680.550280659
923201020,137609.656411216
905103110,120540.943584837
907285050,188708.777382763
905475150,129083.481999598
528427070,222544.132063301
534178010,135177.518060972
908154195,428270.43190715
909281130,278679.931255202
534175010,146559.99236217
528174050,203119.122944273
910200040,114135.313348727
905477010,99360.2043896492
535154050,122876.188553376
923275140,115119.24161563
905475160,121909.944407308
528382020,314291.992584444
533213140,172024.318450455
906392090,250526.93067681
906340090,347138.758711006
527453070,131902.602790394
903236010,124710.774013601
534431020,138837.221322653
534250410,197769.743813301
916253320,291665.541131545
923203100,169948.536260815
528221010,188934.473912563
527110020,161200.596371783
527454130,137378.025834719
902206270,142645.60326813
535454050,85362.6945083807
527107130,175137.590445038
532376180,112894.568426628
913350030,205549.19778962
534276290,111293.972503829
532354070,142786.276825618
535154130,153016.680809743
909427200,158416.480910676
534252060,140416.386720535
527451550,108614.94580067
923275200,129254.077235792
906225210,162819.499914503
527161010,178318.792920171
907405030,219812.583002217
535327140,110592.809746486
916475100,306768.327286946
905402070,114768.136865767
527302175,178467.67541086
903202170,145846.637805523
906426090,174512.900162434
910202100,121754.280733693
909451180,124003.0708249
905100060,130003.595268854
527355280,209144.918987592
909275110,201877.802374271
527302020,198074.594537334
534250400,188100.417938504
903235020,99264.1960905251
528222030,186912.192491361
528477050,366531.893891196
533208020,232982.367284891
531452180,203720.148625989
909428180,194747.118038122
907262020,189982.700063823
535300120,167245.656504458
907275090,223966.279908472
903458110,101918.511043688
532376160,131823.492693873
528363050,326611.338303119
528458040,232913.242289819
527208010,390680.259242679
907185050,197107.589842761
527356050,140897.073378393
923203110,158352.774608672
905105040,111144.207819717
534475185,150121.305374591
907194160,207082.666357866
909254140,114627.465175946
902401130,150094.004074655
905108120,153351.002276778
908275300,146838.226323992
533221100,169899.69832122
533236060,201213.117065583
532377140,129682.012240322
527164060,170966.105045142
902301130,115638.564851951
528315090,324930.588670765
923225050,131945.711819505
902128020,100888.552362394
528280230,224398.159752619
527358200,177524.905692731
907187080,190500.742708798
905427010,193815.05196
905325020,278872.089096562
909254070,165083.774594517
905351045,193606.968305144
902205090,118356.395584299
535150280,133446.838852732
533253160,190148.988691968
532377130,134151.993247198
535478070,136710.660256116
905451050,154424.285016079
902102100,112507.375477111
905201090,166875.727016642
907252020,237639.487244984
902325160,97222.2665585222
907125040,149882.582828467
527450030,108066.259420338
528228360,203303.21897958
528222050,171295.457001782
526350040,118431.686866268
535105030,133364.150671833
535402330,187981.452890378
906392100,241949.680096069
909455060,144237.032014472
528186050,286529.333357884
531451280,198631.211566895
531363010,178633.33546296
528228325,192728.76010802
535303050,149405.364626155
923203140,155473.5336929
528480160,197996.513673117
528235120,188921.395176435
923400125,125413.617880644
907202080,140613.417282819
906226120,136423.160360964
907410100,185900.420959017
533125080,290988.634638833
527455050,143090.346283031
535301080,123759.992679805
905403050,103717.655066474
528480170,257795.531810511
535378080,129288.283994363
528439050,233951.814566683
917425190,203650.800884832
905401020,261520.653405209
905300080,137005.985492413
923276030,138749.571762849
535354100,137458.562675745
528240150,190584.471367136
916384100,263746.34104844
903225140,123572.469910567
527359050,145412.069451543
535177100,148687.818847589
905402060,141280.997330965
528290170,192857.252768411
534403290,203987.207977591
528458030,221854.342039007
906226110,122215.336828737
535453040,128579.603783353
903475020,121129.279036847
528120010,295338.338353702
907130110,177379.120843863
905107380,130702.824641388
528390210,245645.070612242
527402060,155134.060502041
905226110,149478.415829925
903231130,111384.487275753
535178100,161638.948818099
907125090,163526.902855506
911226030,79655.3282924097
902477130,43582.1774897704
909282020,255835.077896772
907280170,213699.692031243
527166040,162427.593126066
528458140,269835.404692584
528120060,387226.135462733
902301120,118942.268000746
909254150,153604.370576264
923230190,126966.329736872
527163070,189192.700693209
533206050,202030.118937579
916403250,245434.557917484
534428100,152349.280050083
528275060,177847.48933961
527425025,120089.49222625
908103350,134144.975532018
923400150,109573.996987709
902404010,137405.198477281
533206070,239950.695880488
528180110,320964.760113697
534402140,154890.011039794
905452050,88990.8057195634
535151160,137916.223539057
909280030,230617.668217896
535426130,193335.917549558
909475050,219061.746699154
534452060,140490.626052095
902106070,118109.597381841
907290260,258876.25716758
534177230,211195.497789598
909101180,115449.807799971
534201250,156525.278505098
535325400,103932.549668445
902128100,110180.866782917
534127270,172187.065520084
535325280,123816.804006221
528480060,319280.837214001
527210030,491562.641303176
906201030,171319.15647577
905427070,207125.626790199
535153150,161816.258053316
907227090,130706.850911831
528106020,460787.779400556
527455250,124156.543173442
907125120,136079.781680328
528441090,420907.648947879
535454160,131539.152520447
528275110,215363.192377969
911175360,97962.3367228585
903425190,192965.360040467
535451250,133366.555032992
535403200,120469.577909722
923277040,144756.430124489
527425090,94056.5461354748
527451330,97768.1165123854
909275040,140056.102824461
904300150,88048.6190561991
528482090,293842.644877065
902401060,84090.4670827966
527302185,252073.219053352
909475070,234398.609230808
527405160,112035.006455663
903232100,137362.598636298
534451020,75255.0179699385
910206110,104322.651413865
902105050,128172.028912441
903426200,152195.462614714
528228435,193772.582943892
