"id"	"prob"
29509	0.961363231486264
25369	0.915642258445327
17988	0.0379009081960021
34492	0.998842996571058
35433	0.0466497747419655
46926	0.00530864955823622
12782	0.792669232744225
32613	0.906879908472895
26060	0.661793012705442
26999	0.000714529290066198
31639	0.976498818666629
40205	0.911244103399477
3865	0.116313724552261
49388	0.00518714909290695
16154	0.998160690982188
3603	0.917771983396507
19751	0.0228280973823023
49275	0.956207944613574
15987	0.00271118391120793
35456	0.30539535817254
6402	0.995831044628382
45509	0.650820204591947
9726	0.550462968567851
10967	0.992402178665484
46976	0.956766910005983
34620	0.00174908083140667
36409	0.0644149973333023
33958	0.00886343220136412
2838	0.0672521787943651
2688	0.947434657563359
21961	0.00978560170042076
30283	0.964609180360465
30773	0.0138995575130294
40726	0.262083443529467
7836	0.0056341013450968
30324	0.436721376513273
19573	0.149041432663894
8473	0.961647200807448
201	0.999456061730759
42555	0.999948630506903
9876	0.682937410141614
20044	0.965762126608022
34255	0.447478606137254
401	0.988671082226925
39348	0.490244082872016
35896	0.0636711993450359
46526	0.649568920387242
36913	0.757705625717305
30866	0.897874569232115
31149	0.00575418666138018
16405	0.083576598139574
20523	0.0175149483544394
18574	0.101778449392118
37060	0.654069641975667
27728	0.0457218688395838
13168	0.993695865392715
10155	0.991046767531994
12427	0.0012880898831627
48517	0.987970731683313
31017	0.967318524880245
24333	0.97747889104792
6908	0.940090185690912
5637	0.430644315465136
40825	0.00011406842472843
44738	0.0165265560607908
31260	0.784885299032352
3324	0.00480466937962692
31863	0.990230830376756
49651	0.0358146666676047
34034	0.00258339820440931
3482	0.479952337600386
12041	0.198552607836923
42978	0.636435862134651
4903	0.998862225753992
29847	0.00494700176810899
7748	0.998240056503257
43660	0.985722943142391
34185	0.999654823162868
21390	0.494250945644849
16803	0.896560150614476
43814	0.999617298070856
18293	0.734940834083359
44915	0.981429266476584
33808	0.563967764664811
9355	0.994180272697979
32129	0.507450554673646
29848	0.0027796650177622
20672	0.00250932446500171
17822	0.971479321970403
35261	0.0796552558114981
3877	0.977080912192122
12952	0.00608390171872795
37985	0.434161880975449
2631	0.380275413609283
35465	0.92125065528106
23813	0.699167157974754
41738	0.000799959054300868
43129	0.0197223852941713
32608	0.95404248394018
36702	1.68373392750887e-08
2381	0.00949830204257071
37766	0.150442915583273
11303	0.234291323741963
5152	0.805971421969102
952	0.996379004224391
15790	0.96260077021675
1318	0.99995966091198
31358	0.123485276055511
37145	0.468809872335331
25945	0.938443692695821
28237	0.983561929681987
35994	1.7614528436558e-05
9565	0.60434424090687
26030	0.450028065514437
17534	1.69175270428814e-06
46233	0.586245230435463
23746	0.0231588645697712
34614	0.968568249165513
4197	0.0196940283185968
26648	3.46391948218425e-06
32946	0.999997196348096
43182	0.00451747742002659
25992	0.00423104317126187
27600	0.845519269551222
15818	0.382576065010437
37245	0.0544690197009997
6737	0.989488284029457
38137	0.164154682270369
4037	0.9450125763752
18359	5.52915941302683e-05
10168	0.572897232770919
34404	0.993664778854655
37803	0.866833992477791
47687	0.00117250292981641
27579	3.10916838284855e-06
15588	0.00256304930971585
44802	0.951103327113285
