"id"	"prob"
13903	0.950371651774015
32430	0.633982819482634
18702	0.91313042929751
28367	0.691783766704342
12106	0.0639565622911386
12917	0.950956585740075
20026	1.134516940585e-06
49383	0.566213696337956
40220	0.226134210063814
15130	0.0887255685637121
391	0.524302722144303
9517	0.0880826197734529
6923	0.812018839794378
40848	0.120508377935307
32821	0.98709768750888
31599	0.997929022807749
29201	0.770450350429767
47879	0.553231868657622
45801	0.871871190580225
31390	2.15239400256216e-05
24703	0.995972970281105
4357	0.387020808516582
36361	0.280238751327666
23456	0.778875670247228
9022	0.998516108740565
27955	0.952643785637694
14112	0.99972703306537
18889	0.957329079458148
14540	0.86956633892983
16023	0.783455913238838
26650	0.000268773995252792
49335	0.99991431707037
1179	0.304124219493588
48295	0.944524427683387
20569	0.967035370495144
41198	0.00346909752558259
3940	0.315165963585267
38583	0.623655412054279
45345	0.135544095836947
252	0.979442930139603
18994	0.943544029018485
44766	0.114090198391242
19398	0.993651461712294
21119	0.0592631724281946
24507	0.0371610193467805
19887	0.996995315434687
10022	0.636441730594678
16578	8.12095694586032e-08
37990	0.990573914920398
27999	0.00781636598907142
24772	0.343947361154223
48756	0.938178222187818
31365	0.59045340385074
39377	0.817654902006849
22721	0.999980948050857
18424	0.00552367353099286
38689	0.999141280461213
20335	0.699128074577771
13284	0.778687521548476
6261	0.0218837893779641
41585	0.833087414980289
8860	0.957980268356663
34837	0.999971164297388
23300	0.615673019097908
31869	0.0282351047606177
23310	0.0528299068311686
7897	0.998427760305028
33261	0.97095094133133
26460	0.902968282987294
44385	0.225336284731602
14044	0.591249760776437
8908	0.00490138309510348
48097	0.000462725587183724
26635	0.032532407964143
37964	0.997842358688156
29626	0.0507285835413475
28836	0.297751876522653
3728	0.000470215371098845
39424	0.683187670303331
23051	0.714078765092577
24245	0.808708287735915
37173	0.00376816887852882
685	0.119891562011895
41962	0.613747373928246
429	0.00149967311148654
14344	0.641304178385177
34648	0.0611320599583089
32832	0.211878366958134
43141	0.257642650237941
25980	0.0467465578141998
16180	0.0233766863323258
12696	0.423776674473099
15162	0.0439966029738173
19922	0.00419083734166337
20950	0.0150252151440402
49203	0.845972626945578
41709	0.00722772760990825
2521	0.58847467410853
48572	0.19812579885609
44390	0.0236018515765948
49787	0.852218229415651
31852	0.00459166342100818
2613	0.00265051579468348
26725	0.754973581256181
35874	0.978454556507217
14789	0.21461205261932
14308	0.090395182941721
27530	0.623198541828053
46160	0.0333288774653039
28240	0.000115453335254471
9800	0.95806289320995
16480	0.898558233594548
16113	0.991520290478741
37790	0.0146603487276153
7394	0.800166894867225
16655	0.991155032979711
14779	0.81194064951004
46275	0.676176621969646
25775	0.728817809989239
31430	0.994129577328363
36712	0.887015075500807
33083	0.335801768187566
38996	0.000917756166847279
32111	0.997964102167548
39636	0.00205840455700415
33889	0.414398338829484
7852	0.00453742790924495
35838	0.0900761250911525
30092	0.161626924953787
18022	0.998675439262192
35170	0.21175578160854
11276	0.98638511533128
21697	0.724125902186802
1336	0.393913147929731
21784	0.145194417960211
34222	0.98849685961137
3521	6.28843468604757e-05
32992	0.00342817059980695
22971	0.00562065296114674
9593	0.374998993165774
5385	0.0103902276037773
2202	0.182629750526457
45489	0.963292974323471
28133	0.182413341408887
12797	0.984563454188429
11779	0.174864044221178
1875	0.990100102852347
18989	0.000227290842050971
3181	0.0147062741974412
18597	0.998779625035079
24551	0.959735097187378
11962	0.547495758616279
32743	0.760594871550773
39502	0.0490969438071912
25800	0.99534748832217
27876	0.00177707946643974
6095	0.333263458203136
42382	0.00634780821272991
5793	0.00490532158657801
10677	0.26199179549659
5074	0.999929787083728
22483	0.990800720583406
47537	0.39995173230733
28574	0.25409107789952
16226	0.930932174603667
14263	0.0711353713962895
17063	0.912030996241353
28303	0.0486283774611939
11067	0.0139039207847374
35241	0.866049965674951
48073	0.998143857679054
21549	0.00560166679024102
8283	0.00545877805598061
4834	0.0673299360347464
16816	0.933126631572445
35867	0.00101914702136306
7534	0.999994834224185
16998	9.44566612359025e-05
44326	0.363337267075751
35977	0.904226982804706
42418	0.463861011358262
1460	0.0236548055996702
44672	0.999700664725858
49907	0.00139385782212882
39500	0.991398332351456
8604	0.950275477918985
11167	0.595538700369842
20006	0.800606695667038
27941	0.203339247698778
15601	0.977119899202909
34655	0.000931720435511475
21340	0.638817321383196
20381	0.999138971360117
48860	0.947539171996708
26295	0.999691351989575
21028	0.0199251022570728
7808	0.118370624904462
21577	0.000190920038413453
11579	0.345165742572765
31461	0.438335182988279
46170	0.0263895834917253
12984	0.00237539287590595
18558	0.00737155601975829
47316	0.0130923297667162
24759	0.000384949948027368
30368	0.153725283192674
18250	0.976538156759963
37919	0.0350256311048452
21483	0.963900502933916
13184	0.941785538103455
47568	0.928077559872105
40754	0.00221164745330746
14272	0.00232098469812059
