"id"	"prob"
47604	0.950919577391384
36450	0.56606225001524
30088	0.591126891194374
18416	0.000388475658376175
13224	0.120265852928759
16060	0.987082807529472
6904	0.988922959339161
14007	0.552747658747669
39192	0.960091206391096
41524	0.440625223108969
25459	0.99478771469782
12410	0.98625139183686
3701	0.598927347717414
14445	0.683280181189173
20148	8.49946528547373e-07
4357	0.450161280657577
44836	0.00329554660727483
38399	0.793939646087383
33157	0.972701470565356
37480	0.956923998398586
20085	0.93102421425517
45466	4.62554517505424e-05
9506	1.18599404464406e-05
49248	0.425743037697368
22171	0.191378446130521
18385	0.396127076174235
36042	0.844834090798739
13138	0.369463501993904
38370	0.930240805800366
33156	0.0634570344143291
5220	0.923330397686126
15583	0.00290608149823845
18188	0.998531716714048
16941	0.227802585850639
27922	0.410072381725486
45428	0.182918269849521
24987	0.82554065634301
32238	0.963335093302537
38117	0.948760336606044
10711	1.94354707187354e-05
11268	0.993008154634922
23254	0.154987694557054
23354	0.897199946194401
20580	0.97658465517195
36750	0.341188601441249
8254	0.997289254318149
41031	0.522461161722018
16960	0.183301174464742
9660	0.99967586389071
40479	0.00235254731619345
40685	0.968436953149839
36713	0.39998031972132
35144	0.967190570667533
48292	0.00146513028518033
45470	0.541789356416008
45244	0.00107270750108833
15204	0.854892595556715
34533	0.113032502119156
28858	0.0329671271024156
33061	0.00622215924043786
36205	6.70109903968082e-05
15973	0.986657753499048
21650	0.759886466368721
21864	0.195861020337678
6758	0.000933065813207029
43487	0.108374922403637
37363	0.015249655281976
29391	0.997577921828666
23328	0.00351832755762918
34593	0.904571369806421
12034	0.993015783935143
39618	0.0555058312440769
3658	0.00322258028840999
42857	0.603310427562215
14006	0.612702362377608
47518	0.0168668447931458
48779	0.998644669456332
16925	0.999998810124491
36065	0.933528046367109
18382	5.22715070126218e-06
49861	0.974579509107506
17095	0.775631715065245
38857	0.00145128500677847
46740	0.994274222000692
6199	0.11163127938846
6594	0.0446330910438689
25658	0.999772218553427
45501	0.879983113014708
34117	0.815190841295016
18609	0.00246633457866839
4902	0.098292603719122
17040	0.964987935825459
37079	0.999713212321604
8738	0.992496139740514
42476	0.00275519426197371
45030	0.978772085353923
640	0.843354349514234
16145	0.0148705883505064
16581	0.767214151958423
34441	0.985168109451947
6530	0.478596113240138
28565	0.0389211778688805
22978	0.00292307612276312
15132	0.953679638278938
8800	0.927728569916975
37790	0.00581634647503266
24531	0.967356413725413
38125	0.0101166641727101
6446	0.977380236889664
6819	0.00242513381969704
12557	0.0787486497955504
38318	0.64851278382996
2463	0.0432523092024303
12778	0.935611664885394
49482	0.579925918308712
48370	0.758832418019608
6203	0.00385076515186309
44828	0.602078761273091
47393	0.999997565122574
49116	0.987605476953066
42061	0.999813632271997
30061	0.938834153338673
29984	0.152851338266812
40894	0.173085436169659
11949	0.975038562315929
11175	0.701256985537972
45279	0.99866556119424
13494	0.994572448073728
21213	0.144546815286969
42221	0.999656418926265
33057	0.0250938918524674
45207	0.424263832026545
13083	0.0827528903202443
49381	0.0265922906699351
28789	0.0639045885655991
8535	0.999585589514955
36270	0.482424387372708
17013	0.000619132562778654
9787	0.863666190467128
46683	0.00181832788092044
26201	0.0630838043115719
4561	0.655577100549683
19903	0.503780389141027
6184	0.806782475994307
38049	0.094067127574903
30842	0.918444411503749
37645	0.995679311945289
42666	0.938690586121286
14979	0.793360785192125
32646	0.96829298518001
8963	0.083744474139912
33044	4.24278722936864e-05
14732	0.000415474868660995
34550	0.908236763211282
6242	0.00559333289278009
38535	0.0203027821982802
7309	0.805808847868249
27497	0.648874260278011
40407	0.940029495929883
1883	0.736970710682102
9092	0.85032365957633
45156	0.997686784358802
19316	0.981952930301411
49543	0.0502456367163305
42674	0.0110294076925433
21641	0.998779758967413
21765	0.254140184377292
40156	0.0131635539999149
